"","SYMBOL","gene_id","coding_length","DESCRIPTION","GENEBIOTYPE","SEQCOORDSYSTEM","ENTREZID","Wildtype_Avg","Pax6cKO_Avg","logFC","logCPM","F","PValue","FDR"
"ENSMUSG00000032383","Ppib","ENSMUSG00000032383",3305,"peptidylprolyl isomerase B [Source:MGI Symbol;Acc:MGI:97750]","protein_coding","chromosome",19035,19.2903573962872,28.6525694221534,0.569158708980531,6.30779850980514,11.065912261805,0.00882427337720616,0.0627518968829322
"ENSMUSG00000021357","Exoc2","ENSMUSG00000021357",6964,"exocyst complex component 2 [Source:MGI Symbol;Acc:MGI:1913732]","protein_coding","chromosome",66482,5.56713499296224,4.0881794494182,-0.453651377654653,5.08418917059133,11.0552892832925,0.00884676597387301,0.0628796021320846
"ENSMUSG00000027377","Mall","ENSMUSG00000027377",2006,"mal, T cell differentiation protein-like [Source:MGI Symbol;Acc:MGI:2385152]","protein_coding","chromosome",228576,75.744705686091,123.453730440456,0.672909508827039,7.6510582941905,11.1072507264288,0.00885654443735103,0.0629168553856284
"ENSMUSG00000113035","5830428M24Rik","ENSMUSG00000113035",2790,"RIKEN cDNA 5830428M24 gene [Source:MGI Symbol;Acc:MGI:1923312]","lncRNA","chromosome",76062,0.923961335945488,0.288288102487238,-1.68069495394734,0.930406105460325,11.0403424052177,0.00887853330152927,0.063029694725163
"ENSMUSG00000026712","Mrc1","ENSMUSG00000026712",6371,"mannose receptor, C type 1 [Source:MGI Symbol;Acc:MGI:97142]","protein_coding","chromosome",17533,0.103841526938459,0.877834902340165,3.10199287082959,1.74133994008457,11.6274342488589,0.00888151896538318,0.063029694725163
"ENSMUSG00000001123","Lgals9","ENSMUSG00000001123",2137,"lectin, galactose binding, soluble 9 [Source:MGI Symbol;Acc:MGI:109496]","protein_coding","chromosome",16859,1.46562726596813,4.70912206669671,1.7007520718171,2.76077284085722,11.2151582469908,0.0089436075167026,0.0634334535426456
"ENSMUSG00000079014","Serpina3i","ENSMUSG00000079014",2224,"serine (or cysteine) peptidase inhibitor, clade A, member 3I [Source:MGI Symbol;Acc:MGI:2182841]","protein_coding","chromosome",628900,0.68170403407316,2.26933440913509,1.67647292713616,1.80962265578305,11.0080893810047,0.00894756148622015,0.0634334535426456
"ENSMUSG00000042675","Ypel3","ENSMUSG00000042675",1848,"yippee like 3 [Source:MGI Symbol;Acc:MGI:1913340]","protein_coding","chromosome",66090,22.7727050039044,15.526776711213,-0.557445810907199,5.15814607512641,10.9874053889499,0.0089921769982298,0.0636913793146994
"ENSMUSG00000024164","C3","ENSMUSG00000024164",5143,"complement component 3 [Source:MGI Symbol;Acc:MGI:88227]","protein_coding","chromosome",12266,22.3904429278681,52.3091748555084,1.1826240147129,7.58776260559633,12.8415250260101,0.00899747485330566,0.0636913793146994
"ENSMUSG00000054452","Tle5","ENSMUSG00000054452",3334,"TLE family member 5, transcriptional modulator [Source:MGI Symbol;Acc:MGI:95806]","protein_coding","chromosome",14797,48.1317807185718,37.0580452779942,-0.390310479312794,7.15690875697144,10.9848434779125,0.00899772207957713,0.0636913793146994
"ENSMUSG00000022969","Il10rb","ENSMUSG00000022969",3808,"interleukin 10 receptor, beta [Source:MGI Symbol;Acc:MGI:109380]","protein_coding","chromosome",16155,2.09369365030775,3.65953714285549,0.795482471724606,3.47871160013603,10.9505702414227,0.00907231012589131,0.064161223910675
"ENSMUSG00000024169","Ift140","ENSMUSG00000024169",8333,"intraflagellar transport 140 [Source:MGI Symbol;Acc:MGI:2146906]","protein_coding","chromosome",106633,4.4894113242249,3.39105748759396,-0.419817979465524,5.05117292855335,10.9500943548619,0.00907335112777339,0.064161223910675
"ENSMUSG00000061607","Mdc1","ENSMUSG00000061607",7421,"mediator of DNA damage checkpoint 1 [Source:MGI Symbol;Acc:MGI:3525201]","protein_coding","chromosome",240087,6.4927241479594,4.39534973858526,-0.587374302305072,5.35130506377663,10.9466507206712,0.00908088845680969,0.0641783404583548
"ENSMUSG00000025138","Sirt7","ENSMUSG00000025138",5148,"sirtuin 7 [Source:MGI Symbol;Acc:MGI:2385849]","protein_coding","chromosome",209011,4.39813395542027,3.01767409725555,-0.552231096020308,4.27146023332474,10.9447609840034,0.00908502793104135,0.0641783404583548
"ENSMUSG00000025880","Smad7","ENSMUSG00000025880",4521,"SMAD family member 7 [Source:MGI Symbol;Acc:MGI:1100518]","protein_coding","chromosome",17131,6.3706614828613,4.48127202508443,-0.525079141690507,4.63543057401518,10.9405347068851,0.0090942940057864,0.0641976274388996
"ENSMUSG00000037754","Ppp1r16b","ENSMUSG00000037754",8844,"protein phosphatase 1, regulatory subunit 16B [Source:MGI Symbol;Acc:MGI:2151841]","protein_coding","chromosome",228852,0.172813005594897,0.553287314942276,1.66930669165777,1.77495611751316,10.9392936454261,0.00909701722920875,0.0641976274388996
"ENSMUSG00000044393","Dsg2","ENSMUSG00000044393",8268,"desmoglein 2 [Source:MGI Symbol;Acc:MGI:1196466]","protein_coding","chromosome",13511,14.0757743797297,10.9804007557902,-0.3694511184062,6.70247824338068,10.9367453616891,0.00910261199493032,0.0642044356732954
"ENSMUSG00000048118","Arid4a","ENSMUSG00000048118",5615,"AT rich interactive domain 4A (RBP1-like) [Source:MGI Symbol;Acc:MGI:2444354]","protein_coding","chromosome",238247,13.9876177516624,10.6299095068805,-0.407104699704007,6.12014090364562,10.9169857581195,0.00914613819900932,0.0644786468762899
"ENSMUSG00000104291","A130071D04Rik","ENSMUSG00000104291",5864,"RIKEN cDNA A130071D04 gene [Source:MGI Symbol;Acc:MGI:2444749]","TEC","chromosome",320791,0.0253421471800697,0.274656664376762,3.388176121695,0.127141970974242,10.9118145003393,0.00915757161220137,0.0645227225223201
"ENSMUSG00000032418","Me1","ENSMUSG00000032418",3848,"malic enzyme 1, NADP(+)-dependent, cytosolic [Source:MGI Symbol;Acc:MGI:97043]","protein_coding","chromosome",17436,0.843618066921739,2.35673032041168,1.4849525128509,2.66793341557069,10.9099509430489,0.00916169615969195,0.0645227225223201
"ENSMUSG00000068220","Lgals1","ENSMUSG00000068220",903,"lectin, galactose binding, soluble 1 [Source:MGI Symbol;Acc:MGI:96777]","protein_coding","chromosome",16852,4.54726367139501,13.7946908207494,1.6238145868246,3.08589403066463,11.281222442239,0.00917921442616701,0.0646132824607401
"ENSMUSG00000070034","Sp110","ENSMUSG00000070034",6781,"Sp110 nuclear body protein [Source:MGI Symbol;Acc:MGI:1923364]","protein_coding","chromosome",109032,0.55422314743338,1.22647128063845,1.15244078709049,2.63957892295919,10.8991260606442,0.00918569973098466,0.0646261279399108
"ENSMUSG00000037364","Srrt","ENSMUSG00000037364",5244,"serrate RNA effector molecule homolog (Arabidopsis) [Source:MGI Symbol;Acc:MGI:1933527]","protein_coding","chromosome",83701,22.3635642558765,16.5757127139143,-0.454428722443991,6.68535477776423,10.8878899630856,0.00921069700698984,0.064702923834142
"ENSMUSG00000071317","Bves","ENSMUSG00000071317",4610,"blood vessel epicardial substance [Source:MGI Symbol;Acc:MGI:1346013]","protein_coding","chromosome",23828,2.04591268747822,0.652630087365528,-1.65750939134831,2.69864081904295,10.9992394282635,0.00921228961384702,0.064702923834142
"ENSMUSG00000022665","Ccdc80","ENSMUSG00000022665",4293,"coiled-coil domain containing 80 [Source:MGI Symbol;Acc:MGI:1915146]","protein_coding","chromosome",67896,1.00260962388513,4.25179824875139,2.11110820209392,3.51872587454303,12.707051923067,0.00921413994760795,0.064702923834142
"ENSMUSG00000028277","Ube2j1","ENSMUSG00000028277",3530,"ubiquitin-conjugating enzyme E2J 1 [Source:MGI Symbol;Acc:MGI:1926245]","protein_coding","chromosome",56228,26.7444987328098,19.5289564657093,-0.468915193100017,6.35809353548516,10.8841375836788,0.00921906366539442,0.064702923834142
"ENSMUSG00000021987","Mtmr6","ENSMUSG00000021987",4437,"myotubularin related protein 6 [Source:MGI Symbol;Acc:MGI:2145637]","protein_coding","chromosome",219135,8.64175517607843,6.50434680733876,-0.421145980040927,5.08268928341319,10.883742550128,0.00921994501307166,0.064702923834142
"ENSMUSG00000031841","Cdh13","ENSMUSG00000031841",11233,"cadherin 13 [Source:MGI Symbol;Acc:MGI:99551]","protein_coding","chromosome",12554,0.500058817988055,1.04440600030629,1.05847405121306,3.14928428474577,10.8761580227756,0.00923688673922264,0.0647550926707676
"ENSMUSG00000036943","Rab8b","ENSMUSG00000036943",4733,"RAB8B, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:2442982]","protein_coding","chromosome",235442,2.77496801924211,4.0711604427621,0.543848153624801,4.03675703561216,10.8751269509124,0.00923919282229419,0.0647550926707676
"ENSMUSG00000033278","Ptprm","ENSMUSG00000033278",8828,"protein tyrosine phosphatase, receptor type, M [Source:MGI Symbol;Acc:MGI:102694]","protein_coding","chromosome",19274,0.543431254804311,1.92356903418777,1.84923412452704,3.46924338903117,12.1066879249943,0.00924138807207392,0.0647550926707676
"ENSMUSG00000041119","Pde9a","ENSMUSG00000041119",3538,"phosphodiesterase 9A [Source:MGI Symbol;Acc:MGI:1277179]","protein_coding","chromosome",18585,3.94952429058667,6.24823948378675,0.651120689694753,4.19173414319259,10.8534324076112,0.00928787917591041,0.0650344043191456
"ENSMUSG00000097375","6720427I07Rik","ENSMUSG00000097375",5598,"RIKEN cDNA 6720427I07 gene [Source:MGI Symbol;Acc:MGI:1924398]","lncRNA","chromosome",109186,0.897423384346358,1.7417748651863,0.947817466457997,2.92294439864565,10.850358544468,0.00929480295832063,0.0650344043191456
"ENSMUSG00000039989","Cbx4","ENSMUSG00000039989",5210,"chromobox 4 [Source:MGI Symbol;Acc:MGI:1195985]","protein_coding","chromosome",12418,19.3063410794441,14.7376498888626,-0.401668644137789,6.4801466302714,10.8501295316143,0.00929531905679286,0.0650344043191456
"ENSMUSG00000062210","Tnfaip8","ENSMUSG00000062210",10328,"tumor necrosis factor, alpha-induced protein 8 [Source:MGI Symbol;Acc:MGI:2147191]","protein_coding","chromosome",106869,3.36476662769716,4.93320389195263,0.531110141697741,5.43051398304426,10.8338511630106,0.00933209410045433,0.0651965693898061
"ENSMUSG00000007682","Dio2","ENSMUSG00000007682",5815,"deiodinase, iodothyronine, type II [Source:MGI Symbol;Acc:MGI:1338833]","protein_coding","chromosome",13371,0.132647086231139,0.556937000360829,2.05900286457107,1.1427010748298,10.8323940079732,0.00933539472991408,0.0651965693898061
"ENSMUSG00000021240","Abcd4","ENSMUSG00000021240",8006,"ATP-binding cassette, sub-family D (ALD), member 4 [Source:MGI Symbol;Acc:MGI:1349217]","protein_coding","chromosome",19300,2.14838663436581,1.36109435335519,-0.675108459686892,3.84103543332385,10.8304446532891,0.00933981249556446,0.0651965693898061
"ENSMUSG00000022865","Cxadr","ENSMUSG00000022865",7400,"coxsackie virus and adenovirus receptor [Source:MGI Symbol;Acc:MGI:1201679]","protein_coding","chromosome",13052,17.212412539007,13.2487079028674,-0.388503860196058,6.82077838791702,10.830184415853,0.00934040245859818,0.0651965693898061
"ENSMUSG00000034255","Arhgap27","ENSMUSG00000034255",6415,"Rho GTPase activating protein 27 [Source:MGI Symbol;Acc:MGI:1916903]","protein_coding","chromosome",544817,32.1331466437883,22.0605809023439,-0.564752438884598,7.45655931590355,10.8294776226347,0.00934200500306806,0.0651965693898061
"ENSMUSG00000025104","Hdgfl3","ENSMUSG00000025104",9575,"HDGF like 3 [Source:MGI Symbol;Acc:MGI:1352760]","protein_coding","chromosome",29877,5.32859624330281,3.53768161080385,-0.594001069546456,5.41648134241032,10.8196145505089,0.00936440332085928,0.0653200104881064
"ENSMUSG00000036461","Elf1","ENSMUSG00000036461",6737,"E74-like factor 1 [Source:MGI Symbol;Acc:MGI:107180]","protein_coding","chromosome",13709,23.4112409830803,18.2408720309415,-0.372845497129338,7.14059822779337,10.8126394072793,0.00938028324237438,0.0653978822131753
"ENSMUSG00000031628","Casp3","ENSMUSG00000031628",3357,"caspase 3 [Source:MGI Symbol;Acc:MGI:107739]","protein_coding","chromosome",12367,3.0946509609923,4.69096551226647,0.584795775403763,3.73271814169439,10.8092602111872,0.00938798837970659,0.0654187109856237
"ENSMUSG00000025466","Fuom","ENSMUSG00000025466",3272,"fucose mutarotase [Source:MGI Symbol;Acc:MGI:1916314]","protein_coding","chromosome",69064,1.73028325381252,3.64610585613916,1.08016217991534,3.16526196960309,10.7946557732991,0.00942137862119173,0.0656021184716439
"ENSMUSG00000031478","Nek3","ENSMUSG00000031478",2153,"NIMA (never in mitosis gene a)-related expressed kinase 3 [Source:MGI Symbol;Acc:MGI:1344371]","protein_coding","chromosome",23954,2.6422617929616,0.915723465462553,-1.54132702310801,2.01726696457056,10.7926701587891,0.00942592961930907,0.0656021184716439
"ENSMUSG00000038838","Vars2","ENSMUSG00000038838",5460,"valyl-tRNA synthetase 2, mitochondrial [Source:MGI Symbol;Acc:MGI:1916165]","protein_coding","chromosome",68915,4.64604544990373,3.03443863341159,-0.639771454097821,4.41610367916651,10.791548818123,0.0094285009096406,0.0656021184716439
"ENSMUSG00000049107","Ntf3","ENSMUSG00000049107",1714,"neurotrophin 3 [Source:MGI Symbol;Acc:MGI:97380]","protein_coding","chromosome",18205,6.91660622328769,3.72951495730244,-0.901422079199197,3.22598506856242,10.7847974640304,0.00944400034995301,0.0656597564728204
"ENSMUSG00000024940","Ltbp3","ENSMUSG00000024940",9069,"latent transforming growth factor beta binding protein 3 [Source:MGI Symbol;Acc:MGI:1101355]","protein_coding","chromosome",16998,9.56058562069335,13.9145716310335,0.52927402163238,6.74455825213977,10.7838166263588,0.00944625471719022,0.0656597564728204
"ENSMUSG00000015224","Cyp2j9","ENSMUSG00000015224",3337,"cytochrome P450, family 2, subfamily j, polypeptide 9 [Source:MGI Symbol;Acc:MGI:1921769]","protein_coding","chromosome",74519,2.06858017842585,0.930727582312022,-1.14554602832107,2.37701387437738,10.7801843552353,0.00945460893218624,0.0656767514921753
"ENSMUSG00000078866","Zfp970","ENSMUSG00000078866",2172,"zinc finger protein 970 [Source:MGI Symbol;Acc:MGI:3652255]","protein_coding","chromosome",628308,1.06632341914199,2.77304141220335,1.38336459681392,2.13092296074655,10.77863634409,0.00945817211580545,0.0656767514921753
"ENSMUSG00000041957","Pkp2","ENSMUSG00000041957",5360,"plakophilin 2 [Source:MGI Symbol;Acc:MGI:1914701]","protein_coding","chromosome",67451,0.600106039642714,1.68837257387947,1.51152280497951,2.66157651749935,10.7701393324338,0.0094777598228902,0.0657711209545007
"ENSMUSG00000079065","BC005561","ENSMUSG00000079065",5409,"cDNA sequence BC005561 [Source:MGI Symbol;Acc:MGI:3040669]","protein_coding","chromosome",100042165,4.84398057366836,3.4248004402537,-0.511382774454653,4.49901370750292,10.76862830202,0.00948124834412973,0.0657711209545007
"ENSMUSG00000040711","Sh3pxd2b","ENSMUSG00000040711",9793,"SH3 and PX domains 2B [Source:MGI Symbol;Acc:MGI:2442062]","protein_coding","chromosome",268396,3.67319439151004,5.70843599935631,0.6258641632142,5.53531006189533,10.7601286327251,0.00950090101596419,0.0658744971941877
"ENSMUSG00000024661","Fth1","ENSMUSG00000024661",3469,"ferritin heavy polypeptide 1 [Source:MGI Symbol;Acc:MGI:95588]","protein_coding","chromosome",14319,140.784798667474,235.754093305679,0.712388427479566,9.35753497310128,10.7851784972586,0.00950729863608976,0.0658859121372597
"ENSMUSG00000020357","Flt4","ENSMUSG00000020357",8232,"FMS-like tyrosine kinase 4 [Source:MGI Symbol;Acc:MGI:95561]","protein_coding","chromosome",14257,0.216714316877549,0.902082737884443,2.08170941656263,2.26502338958077,11.0083698358377,0.00951757034069346,0.0659241498073907
"ENSMUSG00000046994","Mars2","ENSMUSG00000046994",11294,"methionine-tRNA synthetase 2 (mitochondrial) [Source:MGI Symbol;Acc:MGI:2444136]","protein_coding","chromosome",212679,0.282874060330623,0.570998497412135,1.00076169973031,2.33382959356228,10.7471370454435,0.00953103668075476,0.0659844661268229
"ENSMUSG00000036545","Adamts2","ENSMUSG00000036545",9336,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 2 [Source:MGI Symbol;Acc:MGI:1347356]","protein_coding","chromosome",216725,0.454245041086216,2.15420920738556,2.25133585016089,3.64091435459479,13.0099642616017,0.00955453145077903,0.0660858081901761
"ENSMUSG00000023886","Smoc2","ENSMUSG00000023886",6951,"SPARC related modular calcium binding 2 [Source:MGI Symbol;Acc:MGI:1929881]","protein_coding","chromosome",64074,0.421463150399022,1.80631255952418,2.09349413783333,2.99538507197276,11.7013730539619,0.00955557240859771,0.0660858081901761
"ENSMUSG00000071176","Arhgef10","ENSMUSG00000071176",9210,"Rho guanine nucleotide exchange factor (GEF) 10 [Source:MGI Symbol;Acc:MGI:2444453]","protein_coding","chromosome",234094,2.04086977630209,3.61874510694727,0.825688469665637,4.72055119332029,10.8395913513465,0.00955997196433931,0.0660858081901761
"ENSMUSG00000015647","Lama5","ENSMUSG00000015647",11388,"laminin, alpha 5 [Source:MGI Symbol;Acc:MGI:105382]","protein_coding","chromosome",16776,16.3592125612134,11.1637117945535,-0.566439618560394,7.30550286938568,10.7279882390952,0.00957566948526435,0.0661613396871753
"ENSMUSG00000024270","Slc39a6","ENSMUSG00000024270",4073,"solute carrier family 39 (metal ion transporter), member 6 [Source:MGI Symbol;Acc:MGI:2147279]","protein_coding","chromosome",106957,13.0590926100591,26.610439420931,0.99091831084058,6.3464107590376,11.9637546816402,0.00960097480035028,0.0662852821615258
"ENSMUSG00000001741","Il16","ENSMUSG00000001741",7865,"interleukin 16 [Source:MGI Symbol;Acc:MGI:1270855]","protein_coding","chromosome",16170,0.0675196067462958,0.458839124283028,2.7559164955392,1.19527677865136,10.7573401559033,0.00960316808700551,0.0662852821615258
"ENSMUSG00000050359","Sprr1a","ENSMUSG00000050359",806,"small proline-rich protein 1A [Source:MGI Symbol;Acc:MGI:106660]","protein_coding","chromosome",20753,6.96591811867491,34.2970876516838,2.24516262324401,4.08819067099809,13.6877029797943,0.00962159307187477,0.0663486949041253
"ENSMUSG00000038383","Pigu","ENSMUSG00000038383",9326,"phosphatidylinositol glycan anchor biosynthesis, class U [Source:MGI Symbol;Acc:MGI:3039607]","protein_coding","chromosome",228812,2.60845051066041,3.66825993152986,0.479029275959049,4.88170170957085,10.7075069284092,0.00962369304533651,0.0663486949041253
"ENSMUSG00000046434","Hnrnpa1","ENSMUSG00000046434",3153,"heterogeneous nuclear ribonucleoprotein A1 [Source:MGI Symbol;Acc:MGI:104820]","protein_coding","chromosome",15382,47.7303844745788,64.9172063352596,0.424476502625307,7.47941048934274,10.7062248537266,0.00962670903202568,0.0663486949041253
"ENSMUSG00000032698","Lmo2","ENSMUSG00000032698",2166,"LIM domain only 2 [Source:MGI Symbol;Acc:MGI:102811]","protein_coding","chromosome",16909,2.57573291641239,4.7974841002422,0.877132165729905,3.03898993021046,10.7035149076254,0.00963308780845026,0.0663596764231395
"ENSMUSG00000064030","Pym1","ENSMUSG00000064030",1326,"PYM homolog 1, exon junction complex associated factor [Source:MGI Symbol;Acc:MGI:1925678]","protein_coding","chromosome",78428,13.4337089665416,8.28887237737434,-0.706289126003539,3.86771226792029,10.6973273623903,0.00964767179168231,0.0664150909401431
"ENSMUSG00000055612","Cdca7","ENSMUSG00000055612",3202,"cell division cycle associated 7 [Source:MGI Symbol;Acc:MGI:1914203]","protein_coding","chromosome",66953,12.0644799984694,18.2017353293353,0.574466868638304,5.61023660835899,10.6960394028018,0.00965071091399642,0.0664150909401431
"ENSMUSG00000071708","Sms","ENSMUSG00000071708",6010,"spermine synthase [Source:MGI Symbol;Acc:MGI:109490]","protein_coding","chromosome",20603,0.711187741973343,1.53081956173171,1.10565366800053,2.79213638789493,10.6859894601662,0.00967446566195599,0.066545543320607
"ENSMUSG00000023456","Tpi1","ENSMUSG00000023456",2753,"triosephosphate isomerase 1 [Source:MGI Symbol;Acc:MGI:98797]","protein_coding","chromosome",21991,12.9844111529368,20.0588676600684,0.622984356781633,5.50980484663369,10.6835462167568,0.00968025154774077,0.0665523293071498
"ENSMUSG00000017897","Eya2","ENSMUSG00000017897",2963,"EYA transcriptional coactivator and phosphatase 2 [Source:MGI Symbol;Acc:MGI:109341]","protein_coding","chromosome",14049,17.4509763937069,25.0218259166754,0.506253106884045,5.98776696479307,10.6694185731158,0.00971379105146396,0.066749821858598
"ENSMUSG00000014905","Dnajb9","ENSMUSG00000014905",2549,"DnaJ heat shock protein family (Hsp40) member B9 [Source:MGI Symbol;Acc:MGI:1351618]","protein_coding","chromosome",27362,4.51113864659618,7.23951416826159,0.660395304706174,3.92907957902424,10.657133190643,0.00974307323330348,0.0669178784181373
"ENSMUSG00000046658","Zfp316","ENSMUSG00000046658",7526,"zinc finger protein 316 [Source:MGI Symbol;Acc:MGI:1860402]","protein_coding","chromosome",54201,3.07339478862229,2.10910124678226,-0.551986063367616,4.30626015447414,10.6508174493825,0.00975816904747641,0.0669883812778987
"ENSMUSG00000026575","Nme7","ENSMUSG00000026575",5876,"NME/NM23 family member 7 [Source:MGI Symbol;Acc:MGI:2449121]","protein_coding","chromosome",171567,2.01086949231839,1.2501462130631,-0.692921980004339,3.29307285940692,10.6433489266137,0.00977605737448043,0.0670664659311532
"ENSMUSG00000015342","Xk","ENSMUSG00000015342",5076,"X-linked Kx blood group [Source:MGI Symbol;Acc:MGI:103569]","protein_coding","chromosome",22439,0.961374683298695,1.79764476772167,0.89414215837529,2.85360389496487,10.6420317453347,0.00977921642120081,0.0670664659311532
"ENSMUSG00000018042","Cyb5r3","ENSMUSG00000018042",4298,"cytochrome b5 reductase 3 [Source:MGI Symbol;Acc:MGI:94893]","protein_coding","chromosome",109754,23.3418868812101,17.6659699178281,-0.414789270738701,6.4706274522721,10.6276215025765,0.00981385921716839,0.0672707789246041
"ENSMUSG00000041815","Poldip3","ENSMUSG00000041815",5681,"polymerase (DNA-directed), delta interacting protein 3 [Source:MGI Symbol;Acc:MGI:1921076]","protein_coding","chromosome",73826,21.3822785106312,15.8278455195445,-0.456176245207959,6.73492199674085,10.6002381184302,0.00988010696891846,0.0676914245741068
"ENSMUSG00000057440","Mpp7","ENSMUSG00000057440",20164,"membrane protein, palmitoylated 7 (MAGUK p55 subfamily member 7) [Source:MGI Symbol;Acc:MGI:1922989]","protein_coding","chromosome",75739,2.78989361068575,3.63465470816701,0.372918467968734,6.02441581170673,10.5933143263364,0.00989694453841891,0.0677264599290975
"ENSMUSG00000003308","Keap1","ENSMUSG00000003308",4693,"kelch-like ECH-associated protein 1 [Source:MGI Symbol;Acc:MGI:1858732]","protein_coding","chromosome",50868,8.95120205508661,6.60461422631031,-0.458189488638087,5.2047454449919,10.5924789992455,0.00989897830758496,0.0677264599290975
"ENSMUSG00000031381","Piga","ENSMUSG00000031381",6385,"phosphatidylinositol glycan anchor biosynthesis, class A [Source:MGI Symbol;Acc:MGI:99461]","protein_coding","chromosome",18700,25.0335053291821,35.4316055478138,0.478904930679067,7.59940829092013,10.5921117270329,0.00989987266721574,0.0677264599290975
"ENSMUSG00000034792","Gna15","ENSMUSG00000034792",2135,"guanine nucleotide binding protein, alpha 15 [Source:MGI Symbol;Acc:MGI:95770]","protein_coding","chromosome",14676,31.3080255328492,23.839919854629,-0.410598029131106,5.8892186841834,10.5792725840045,0.00993120036507964,0.0678671856856908
"ENSMUSG00000007379","Dennd2c","ENSMUSG00000007379",6858,"DENN/MADD domain containing 2C [Source:MGI Symbol;Acc:MGI:3036254]","protein_coding","chromosome",329727,8.3751731584306,5.81993268724459,-0.550498955079441,5.6206265572328,10.5781601070623,0.00993392056285963,0.0678671856856908
"ENSMUSG00000031299","Pdha1","ENSMUSG00000031299",3734,"pyruvate dehydrogenase E1 alpha 1 [Source:MGI Symbol;Acc:MGI:97532]","protein_coding","chromosome",18597,24.9136347534844,33.2962312657278,0.408797017361155,6.76806380125538,10.5776673965634,0.00993512561779421,0.0678671856856908
"ENSMUSG00000029530","Ccr9","ENSMUSG00000029530",10260,"chemokine (C-C motif) receptor 9 [Source:MGI Symbol;Acc:MGI:1341902]","protein_coding","chromosome",12769,0.161919550470648,0.489822594273233,1.59955312300914,1.83319515911387,10.5724393328762,0.00994792332667468,0.0679211485824706
"ENSMUSG00000052563","D930048N14Rik","ENSMUSG00000052563",3429,"RIKEN cDNA D930048N14 gene [Source:MGI Symbol;Acc:MGI:2144709]","protein_coding","chromosome",97775,5.30628644810249,3.2964191637486,-0.704922237717505,3.90954535555015,10.5693367848978,0.0099555276026934,0.0679396167650341
"ENSMUSG00000002107","Celf2","ENSMUSG00000002107",25884,"CUGBP, Elav-like family member 2 [Source:MGI Symbol;Acc:MGI:1338822]","protein_coding","chromosome",14007,1.23034274845316,1.72204449017372,0.4808576879106,5.26389834493818,10.5658656795867,0.00996404368232269,0.0679642861499108
"ENSMUSG00000052397","Ezr","ENSMUSG00000052397",3290,"ezrin [Source:MGI Symbol;Acc:MGI:98931]","protein_coding","chromosome",22350,221.0161053183,147.013869832333,-0.615195670416467,9.25605879801277,10.5608718993558,0.00997631125087253,0.0680145074315877
"ENSMUSG00000040813","Tex264","ENSMUSG00000040813",2874,"testis expressed gene 264 [Source:MGI Symbol;Acc:MGI:1096570]","protein_coding","chromosome",21767,8.36574338673275,6.04442089015136,-0.478852391325833,4.38986926233422,10.5546359453375,0.00999165640652566,0.0680856508055485
"ENSMUSG00000031565","Fgfr1","ENSMUSG00000031565",9875,"fibroblast growth factor receptor 1 [Source:MGI Symbol;Acc:MGI:95522]","protein_coding","chromosome",14182,1.87536639866695,4.9087992457523,1.40548292143177,5.07043690050299,12.4953297520242,0.0100238116524395,0.0682712162005792
"ENSMUSG00000038708","Golga4","ENSMUSG00000038708",13602,"golgi autoantigen, golgin subfamily a, 4 [Source:MGI Symbol;Acc:MGI:1859646]","protein_coding","chromosome",54214,55.2968753117161,39.2402775207809,-0.51083860266426,9.33940907301783,10.5389135390441,0.010030474493071,0.0682830583188096
"ENSMUSG00000020496","Rnf187","ENSMUSG00000020496",1949,"ring finger protein 187 [Source:MGI Symbol;Acc:MGI:1914224]","protein_coding","chromosome",108660,38.898903736496,27.9833540483857,-0.483727580569547,6.02970599816337,10.5357571047869,0.0100382899718719,0.0683027316192087
"ENSMUSG00000087968","Gm25395","ENSMUSG00000087968",272,"predicted gene, 25395 [Source:MGI Symbol;Acc:MGI:5455172]","scaRNA","chromosome",NA,20.5158832953273,3.77674516196865,-2.39034258536355,1.78365301874574,10.6849877506662,0.0100490224769127,0.0683422239761395
"ENSMUSG00000021703","Serinc5","ENSMUSG00000021703",6679,"serine incorporator 5 [Source:MGI Symbol;Acc:MGI:2444223]","protein_coding","chromosome",218442,3.54863335774468,5.02080074867524,0.488710100961253,4.85280735635928,10.5293892821028,0.0100540798149798,0.0683431003893746
"ENSMUSG00000029832","Nfe2l3","ENSMUSG00000029832",2973,"nuclear factor, erythroid derived 2, like 3 [Source:MGI Symbol;Acc:MGI:1339958]","protein_coding","chromosome",18025,31.4261540257026,20.8829563983624,-0.587445033795357,6.28280725991078,10.5207270654485,0.0100756079928706,0.0684415231926862
"ENSMUSG00000022280","Rnf19a","ENSMUSG00000022280",4434,"ring finger protein 19A [Source:MGI Symbol;Acc:MGI:1353623]","protein_coding","chromosome",30945,6.23660035978766,8.82255397698616,0.489282582578269,5.06937837368781,10.5195932277738,0.0100784301117376,0.0684415231926862
"ENSMUSG00000058569","Tmed9","ENSMUSG00000058569",3439,"transmembrane p24 trafficking protein 9 [Source:MGI Symbol;Acc:MGI:1914761]","protein_coding","chromosome",67511,13.5359394485392,18.785609660713,0.456693740197359,5.80219704839746,10.5098609058089,0.0101026938786834,0.0685727146430265
