"","length","gc"
"ENSMUSG00000034906",4307,0.51288599953564
"ENSMUSG00000035776",4902,0.471032231742146
"ENSMUSG00000078153",837,0.493428912783751
"ENSMUSG00000024870",2272,0.544454225352113
"ENSMUSG00000112550",2386,0.569153394803018
"ENSMUSG00000026356",4358,0.430013767783387
"ENSMUSG00000038077",5945,0.484272497897393
"ENSMUSG00000024742",2422,0.467382328654005
"ENSMUSG00000041219",5332,0.404163540885221
"ENSMUSG00000043162",3573,0.440246291631682
"ENSMUSG00000027752",4333,0.450265405031156
"ENSMUSG00000038160",2352,0.446003401360544
"ENSMUSG00000025450",2659,0.437758555848063
"ENSMUSG00000056656",2962,0.49696151249156
"ENSMUSG00000112280",7840,0.404336734693878
"ENSMUSG00000021870",8054,0.432580084430097
"ENSMUSG00000109618",774,0.452196382428941
"ENSMUSG00000028062",1218,0.510673234811166
"ENSMUSG00000026632",2786,0.454773869346734
"ENSMUSG00000086922",685,0.42043795620438
"ENSMUSG00000028176",9816,0.406479217603912
"ENSMUSG00000043004",4390,0.433485193621868
"ENSMUSG00000044294",2640,0.506060606060606
"ENSMUSG00000036594",3798,0.468667719852554
"ENSMUSG00000102964",3785,0.405019815059445
"ENSMUSG00000031492",6369,0.45014915999372
"ENSMUSG00000020521",4719,0.403899131171858
"ENSMUSG00000005373",5538,0.560491152040448
"ENSMUSG00000039470",5528,0.419862518089725
"ENSMUSG00000034684",5197,0.595151048681932
"ENSMUSG00000066149",7180,0.438440111420613
"ENSMUSG00000074238",8763,0.436950815930617
"ENSMUSG00000028587",3479,0.459039954009773
"ENSMUSG00000105519",3459,0.428158427291125
"ENSMUSG00000023147",4368,0.489010989010989
"ENSMUSG00000021239",3327,0.552149083258191
"ENSMUSG00000068606",2839,0.388517083480099
"ENSMUSG00000031090",3306,0.490623109497883
"ENSMUSG00000038845",2805,0.532976827094474
"ENSMUSG00000072501",17447,0.375709290995587
"ENSMUSG00000078713",868,0.543778801843318
"ENSMUSG00000082791",786,0.561068702290076
"ENSMUSG00000021470",15199,0.399368379498651
"ENSMUSG00000040632",5689,0.513095447354544
"ENSMUSG00000115469",998,0.474949899799599
"ENSMUSG00000079597",1862,0.390440386680988
"ENSMUSG00000018012",1293,0.610208816705336
"ENSMUSG00000093930",4594,0.421201567261646
"ENSMUSG00000067242",11354,0.43420820856086
"ENSMUSG00000032478",2088,0.520593869731801
"ENSMUSG00000021408",8344,0.456855225311601
"ENSMUSG00000040855",8296,0.41622468659595
"ENSMUSG00000020990",2041,0.475257226849583
"ENSMUSG00000004319",17071,0.387440688887587
"ENSMUSG00000025997",11613,0.398863342805477
"ENSMUSG00000046574",7185,0.541684064022269
"ENSMUSG00000018501",12811,0.42174693622668
"ENSMUSG00000038831",7657,0.50737886900875
"ENSMUSG00000040140",7062,0.465732087227414
"ENSMUSG00000034269",18347,0.413637106883959
"ENSMUSG00000056055",8904,0.479784366576819
"ENSMUSG00000027315",2767,0.574268160462595
"ENSMUSG00000025408",1713,0.50379451255108
"ENSMUSG00000091941",858,0.467365967365967
"ENSMUSG00000071604",2886,0.521136521136521
"ENSMUSG00000025580",2122,0.530160226201696
"ENSMUSG00000026723",3835,0.4122555410691
"ENSMUSG00000008226",4815,0.422845275181724
"ENSMUSG00000041623",2382,0.544080604534005
"ENSMUSG00000028488",6551,0.453060601434895
"ENSMUSG00000029380",1875,0.4464
"ENSMUSG00000060534",13171,0.419937742008959
"ENSMUSG00000003346",1547,0.608920491273433
"ENSMUSG00000020457",3460,0.415317919075144
"ENSMUSG00000035559",1322,0.606656580937973
"ENSMUSG00000087179",1066,0.558161350844278
"ENSMUSG00000001119",4380,0.55296803652968
"ENSMUSG00000017670",6652,0.518490679494889
"ENSMUSG00000035772",2919,0.508393285371703
"ENSMUSG00000034321",4053,0.452504317789292
"ENSMUSG00000027800",4163,0.420129714148451
"ENSMUSG00000111490",1176,0.504251700680272
"ENSMUSG00000033845",8487,0.431719099799694
"ENSMUSG00000023092",3714,0.501884760366182
"ENSMUSG00000009035",4702,0.553168864313058
"ENSMUSG00000035351",3328,0.400240384615385
"ENSMUSG00000024790",1442,0.602635228848821
"ENSMUSG00000027122",5313,0.436288349331828
"ENSMUSG00000091649",1184,0.459459459459459
"ENSMUSG00000004668",19737,0.428332573339413
"ENSMUSG00000048779",2887,0.532040180117769
"ENSMUSG00000048485",6489,0.447526583448914
"ENSMUSG00000040883",2589,0.525685592893009
"ENSMUSG00000031629",3999,0.450612653163291
"ENSMUSG00000103313",2464,0.449269480519481
"ENSMUSG00000095362",1616,0.488861386138614
"ENSMUSG00000069089",3706,0.450080949811117
"ENSMUSG00000087589",2830,0.589399293286219
"ENSMUSG00000001150",7197,0.524385160483535
"ENSMUSG00000036356",5093,0.432358138621638
"ENSMUSG00000105845",285,0.536842105263158
"ENSMUSG00000041578",3160,0.451582278481013
"ENSMUSG00000039936",6259,0.488256910049529
"ENSMUSG00000042763",2727,0.542720938760543
"ENSMUSG00000021270",3931,0.492495548206563
"ENSMUSG00000038550",2261,0.497567448031844
"ENSMUSG00000021660",1739,0.446233467510063
"ENSMUSG00000030541",2588,0.515069551777434
"ENSMUSG00000074738",2140,0.628971962616822
"ENSMUSG00000111264",2766,0.414316702819957
"ENSMUSG00000062376",2176,0.437040441176471
"ENSMUSG00000059423",4270,0.438173302107728
"ENSMUSG00000027424",3348,0.508064516129032
"ENSMUSG00000039913",6505,0.4
"ENSMUSG00000014355",16714,0.413665190857963
"ENSMUSG00000019302",6556,0.498017083587553
"ENSMUSG00000025651",4135,0.538814993954051
"ENSMUSG00000097494",2569,0.451926819774231
"ENSMUSG00000049299",1112,0.481115107913669
"ENSMUSG00000114605",3838,0.388744137571652
"ENSMUSG00000058248",7331,0.52393943527486
"ENSMUSG00000003573",3440,0.579360465116279
"ENSMUSG00000029641",1201,0.522897585345545
"ENSMUSG00000025920",6747,0.446865273454869
"ENSMUSG00000022792",3149,0.451254366465545
"ENSMUSG00000000001",3262,0.435009196811772
"ENSMUSG00000103901",3478,0.372340425531915
"ENSMUSG00000060038",2324,0.533993115318417
"ENSMUSG00000097648",1009,0.425173439048563
"ENSMUSG00000033900",6671,0.426922500374756
"ENSMUSG00000054452",3334,0.595680863827235
"ENSMUSG00000069072",9829,0.440227897039373
"ENSMUSG00000054309",5279,0.500094714908127
"ENSMUSG00000087060",2426,0.424567188788129
"ENSMUSG00000028121",5604,0.529978586723769
"ENSMUSG00000084349",1210,0.516528925619835
"ENSMUSG00000042903",3485,0.546915351506456
"ENSMUSG00000113918",1171,0.45602049530316
"ENSMUSG00000038437",7451,0.580593208965239
"ENSMUSG00000027108",3561,0.431058691378826
"ENSMUSG00000042156",10546,0.466053479992414
"ENSMUSG00000068299",3223,0.488054607508532
"ENSMUSG00000083027",3151,0.409076483655982
"ENSMUSG00000029663",3515,0.360170697012802
"ENSMUSG00000045027",1324,0.533987915407855
"ENSMUSG00000023232",2319,0.503665373005606
"ENSMUSG00000021027",12315,0.392285830288266
"ENSMUSG00000111929",997,0.397191574724173
"ENSMUSG00000034023",7937,0.451304019150813
"ENSMUSG00000036552",7247,0.475093141989789
"ENSMUSG00000112433",1821,0.464579901153213
"ENSMUSG00000039478",6153,0.401592718998862
"ENSMUSG00000075012",3134,0.605296745373325
"ENSMUSG00000030232",9851,0.452644401583596
"ENSMUSG00000054519",3412,0.465123094958968
"ENSMUSG00000043940",15346,0.454255180503063
"ENSMUSG00000037503",5219,0.468480551829852
"ENSMUSG00000027804",4638,0.41246226821906
"ENSMUSG00000019966",5911,0.400609034004399
"ENSMUSG00000043008",2609,0.401686469911844
"ENSMUSG00000027030",4955,0.522704339051463
"ENSMUSG00000039952",6357,0.483089507629385
"ENSMUSG00000039701",12572,0.398902322621699
"ENSMUSG00000021643",1300,0.517692307692308
"ENSMUSG00000022855",6901,0.469352267787277
"ENSMUSG00000039781",3833,0.570310461779285
"ENSMUSG00000106864",6564,0.455819622181597
"ENSMUSG00000042510",3640,0.538736263736264
"ENSMUSG00000060924",19030,0.43315817130846
"ENSMUSG00000001622",4152,0.352842003853565
"ENSMUSG00000058743",2717,0.502024291497976
"ENSMUSG00000038024",8482,0.444352746993634
"ENSMUSG00000026874",6265,0.44804469273743
"ENSMUSG00000041220",6431,0.446742341781993
"ENSMUSG00000085532",734,0.489100817438692
"ENSMUSG00000042514",4425,0.476158192090396
"ENSMUSG00000110989",2428,0.460873146622735
"ENSMUSG00000046441",4115,0.473876063183475
"ENSMUSG00000018858",3332,0.504801920768307
"ENSMUSG00000038685",6616,0.514359129383313
"ENSMUSG00000026035",4291,0.446515963644838
"ENSMUSG00000045776",7939,0.445270185161859
"ENSMUSG00000111077",2057,0.423918327661643
"ENSMUSG00000019194",1859,0.598708983324368
"ENSMUSG00000002881",4100,0.474634146341463
"ENSMUSG00000030322",5280,0.438825757575758
"ENSMUSG00000035960",1422,0.527426160337553
"ENSMUSG00000034591",5349,0.464011964853244
"ENSMUSG00000097601",6478,0.528558196974375
"ENSMUSG00000002324",2935,0.564565587734242
"ENSMUSG00000030562",8471,0.381655058434659
"ENSMUSG00000018925",1875,0.465066666666667
"ENSMUSG00000024941",3600,0.570555555555555
"ENSMUSG00000104344",3245,0.44191063174114
"ENSMUSG00000060739",4275,0.39625730994152
"ENSMUSG00000034958",3996,0.507757757757758
"ENSMUSG00000030207",6912,0.528501157407407
"ENSMUSG00000066306",7919,0.561055688849602
"ENSMUSG00000053025",8381,0.447082687030187
"ENSMUSG00000054737",5733,0.388103959532531
"ENSMUSG00000024160",2719,0.586980507539537
"ENSMUSG00000030798",3522,0.55565019875071
"ENSMUSG00000059897",5216,0.406058282208589
"ENSMUSG00000020282",5433,0.57261181667587
"ENSMUSG00000041769",5903,0.470608165339658
"ENSMUSG00000040229",2090,0.371291866028708
"ENSMUSG00000033114",3298,0.440266828380837
"ENSMUSG00000019790",16513,0.414582450190759
"ENSMUSG00000038990",4597,0.549053730693931
"ENSMUSG00000030270",7874,0.515875031750064
"ENSMUSG00000030214",2633,0.462590201291303
"ENSMUSG00000020733",1925,0.585454545454545
"ENSMUSG00000030811",4542,0.607221488331132
"ENSMUSG00000038564",6617,0.483753967054556
"ENSMUSG00000062202",18201,0.45376627657821
"ENSMUSG00000030986",4172,0.437679769894535
"ENSMUSG00000040621",2487,0.461600321672698
"ENSMUSG00000021501",1755,0.464957264957265
"ENSMUSG00000039904",6068,0.448747528015821
"ENSMUSG00000030751",2952,0.396341463414634
"ENSMUSG00000041124",4647,0.428233268775554
"ENSMUSG00000033416",8206,0.469656349012917
"ENSMUSG00000111498",1876,0.480810234541578
"ENSMUSG00000028763",14739,0.608860845376213
"ENSMUSG00000030237",6414,0.370283754287496
"ENSMUSG00000024145",988,0.481781376518219
"ENSMUSG00000093674",1168,0.522260273972603
"ENSMUSG00000035189",7265,0.412525808671714
"ENSMUSG00000029627",3621,0.48163490748412
"ENSMUSG00000007610",3984,0.556726907630522
"ENSMUSG00000022438",4416,0.549592391304348
"ENSMUSG00000035208",4091,0.461011977511611
"ENSMUSG00000052372",9342,0.357953329051595
"ENSMUSG00000030218",1187,0.439764111204718
"ENSMUSG00000060798",7428,0.47092084006462
"ENSMUSG00000098132",3496,0.555778032036613
"ENSMUSG00000009092",1993,0.577521324636227
"ENSMUSG00000081137",1815,0.453443526170799
"ENSMUSG00000031987",3594,0.569003895381191
"ENSMUSG00000040690",6750,0.600148148148148
"ENSMUSG00000070697",1629,0.502762430939226
"ENSMUSG00000020723",3575,0.578741258741259
"ENSMUSG00000021476",5362,0.511749347258486
"ENSMUSG00000059401",4812,0.50332502078138
"ENSMUSG00000086638",1137,0.534740545294635
"ENSMUSG00000024251",11486,0.452289744036218
"ENSMUSG00000021569",3472,0.470622119815668
"ENSMUSG00000004187",3932,0.593082400813835
"ENSMUSG00000033880",2847,0.544081489286969
"ENSMUSG00000031133",8552,0.414055191768007
"ENSMUSG00000019856",5368,0.445789865871833
"ENSMUSG00000015112",3798,0.468404423380727
"ENSMUSG00000054723",2464,0.571428571428571
"ENSMUSG00000081723",1852,0.503239740820734
"ENSMUSG00000024426",4586,0.479284779764501
"ENSMUSG00000066861",2340,0.440598290598291
"ENSMUSG00000049932",1384,0.622832369942196
"ENSMUSG00000078765",1656,0.547705314009662
"ENSMUSG00000000948",5216,0.339915644171779
"ENSMUSG00000075010",804,0.349502487562189
"ENSMUSG00000028278",5173,0.469360139184226
"ENSMUSG00000047246",4446,0.428475033738192
"ENSMUSG00000047409",5190,0.535645472061657
"ENSMUSG00000001062",5153,0.560644284882593
"ENSMUSG00000044881",2627,0.467072706509326
"ENSMUSG00000082264",2560,0.5484375
"ENSMUSG00000079084",9835,0.401220132180986
"ENSMUSG00000021811",2377,0.469920067311737
"ENSMUSG00000086015",1269,0.440504334121355
"ENSMUSG00000036352",2632,0.504179331306991
"ENSMUSG00000028080",19324,0.429517698199131
"ENSMUSG00000026088",2770,0.425631768953069
"ENSMUSG00000031669",2709,0.478036175710594
"ENSMUSG00000035835",4357,0.521918751434473
"ENSMUSG00000023971",2339,0.525865754595981
"ENSMUSG00000019929",5838,0.377869133264817
"ENSMUSG00000029344",2793,0.571428571428571
"ENSMUSG00000000296",1323,0.486772486772487
"ENSMUSG00000019789",4593,0.450468103635968
"ENSMUSG00000067199",2614,0.596786534047437
"ENSMUSG00000041202",2243,0.504681230494873
"ENSMUSG00000023259",5411,0.552208464239512
"ENSMUSG00000064037",7846,0.466479734896763
"ENSMUSG00000021140",15613,0.476974316274899
"ENSMUSG00000018559",2182,0.542621448212649
"ENSMUSG00000097715",4716,0.509329940627651
"ENSMUSG00000042388",4521,0.638575536385755
"ENSMUSG00000082229",2465,0.42474645030426
"ENSMUSG00000104936",2235,0.430425055928412
"ENSMUSG00000110710",5943,0.482752818441864
"ENSMUSG00000028035",8765,0.429435253850542
"ENSMUSG00000029034",3067,0.532442125855885
"ENSMUSG00000104586",4325,0.460809248554913
"ENSMUSG00000044244",4206,0.441987636709463
"ENSMUSG00000111052",5599,0.3991784247187
"ENSMUSG00000025369",5552,0.555475504322767
"ENSMUSG00000024143",4151,0.471452662009154
"ENSMUSG00000020781",2458,0.596826688364524
"ENSMUSG00000042535",4001,0.561359660084979
"ENSMUSG00000031344",5352,0.451793721973094
"ENSMUSG00000058230",9147,0.483546517984038
"ENSMUSG00000002900",9917,0.491781788847434
"ENSMUSG00000038372",3351,0.464637421665175
"ENSMUSG00000105021",1107,0.4516711833785
"ENSMUSG00000037152",1495,0.489632107023411
"ENSMUSG00000086331",960,0.472916666666667
"ENSMUSG00000031819",6295,0.522160444797458
"ENSMUSG00000058761",7640,0.443062827225131
"ENSMUSG00000074102",6511,0.563968668407311
"ENSMUSG00000033458",6070,0.478912685337727
"ENSMUSG00000028344",11431,0.440993788819876
"ENSMUSG00000021536",4211,0.469722156257421
"ENSMUSG00000117763",2742,0.469365426695842
"ENSMUSG00000064023",1540,0.555844155844156
"ENSMUSG00000036339",21065,0.428388321860907
"ENSMUSG00000020794",4579,0.406857392443765
"ENSMUSG00000028280",2286,0.50087489063867
"ENSMUSG00000056579",9734,0.421512225190055
"ENSMUSG00000039841",4831,0.44193748706272
"ENSMUSG00000036160",4071,0.512159174649963
"ENSMUSG00000024944",3456,0.521122685185185
"ENSMUSG00000036932",4006,0.414877683474788
"ENSMUSG00000107524",1106,0.416817359855335
"ENSMUSG00000057788",2928,0.506489071038251
"ENSMUSG00000002660",1223,0.572363041700736
"ENSMUSG00000055760",1428,0.450980392156863
"ENSMUSG00000062014",6844,0.430742255990649
"ENSMUSG00000062647",1781,0.51263335204941
"ENSMUSG00000027534",2632,0.471884498480243
"ENSMUSG00000043909",14164,0.425515391132448
"ENSMUSG00000031805",5352,0.604073243647235
"ENSMUSG00000082163",720,0.525
"ENSMUSG00000020018",861,0.492450638792102
"ENSMUSG00000027074",4464,0.487231182795699
"ENSMUSG00000018167",3557,0.570424515040765
"ENSMUSG00000033386",7260,0.44931129476584
"ENSMUSG00000028524",10136,0.45294001578532
"ENSMUSG00000021451",7679,0.521552285453835
"ENSMUSG00000026926",4282,0.480616534329752
"ENSMUSG00000040250",8485,0.407307012374779
"ENSMUSG00000043872",4164,0.433237271853987
"ENSMUSG00000040521",2904,0.479338842975207
"ENSMUSG00000112880",1118,0.45438282647585
"ENSMUSG00000009927",2691,0.486064659977703
"ENSMUSG00000037393",3302,0.443367655966081
"ENSMUSG00000034751",32401,0.44063454831641
"ENSMUSG00000098146",519,0.510597302504817
"ENSMUSG00000038538",21438,0.422753988245172
"ENSMUSG00000066621",12772,0.531240212965863
"ENSMUSG00000067299",1028,0.479571984435798
"ENSMUSG00000087443",784,0.627551020408163
"ENSMUSG00000023868",12849,0.495135808234104
"ENSMUSG00000034101",7319,0.418226533679464
"ENSMUSG00000026200",5905,0.483488569009314
"ENSMUSG00000046324",9338,0.440137074319983
"ENSMUSG00000033615",2189,0.556875285518502
"ENSMUSG00000051456",781,0.51472471190781
"ENSMUSG00000070000",4467,0.550257443474368
"ENSMUSG00000033721",6005,0.448126561199001
"ENSMUSG00000028270",2516,0.467806041335453
"ENSMUSG00000029491",5026,0.49025069637883
"ENSMUSG00000071291",2435,0.481314168377823
"ENSMUSG00000087660",1958,0.447906026557712
"ENSMUSG00000025237",7763,0.434368156640474
"ENSMUSG00000029145",2599,0.497883801462101
"ENSMUSG00000109321",4448,0.404451438848921
"ENSMUSG00000031772",6281,0.461709918802738
"ENSMUSG00000022305",4588,0.463164777680907
"ENSMUSG00000054582",2724,0.547356828193833
"ENSMUSG00000118521",305,0.445901639344262
"ENSMUSG00000020888",6298,0.561765639885678
"ENSMUSG00000021385",4831,0.47691989236183
"ENSMUSG00000111800",1229,0.522375915378356
"ENSMUSG00000029790",4979,0.446274352279574
"ENSMUSG00000073758",2717,0.576002944423997
"ENSMUSG00000002228",1814,0.582690187431091
"ENSMUSG00000034520",5003,0.490705576654008
"ENSMUSG00000055762",6488,0.540382244143033
"ENSMUSG00000001334",2763,0.534925805284111
"ENSMUSG00000034829",2730,0.503296703296703
"ENSMUSG00000025403",3109,0.558700546799614
"ENSMUSG00000103821",1872,0.395299145299145
"ENSMUSG00000037415",6313,0.479961983209251
"ENSMUSG00000070576",6940,0.611671469740634
"ENSMUSG00000028702",7706,0.453153386971191
"ENSMUSG00000010797",2255,0.462971175166297
"ENSMUSG00000071645",3608,0.526053215077605
"ENSMUSG00000031776",2802,0.518201284796574
"ENSMUSG00000048001",1363,0.630961115187087
"ENSMUSG00000033487",9944,0.408386967015286
"ENSMUSG00000015484",3882,0.510046367851623
"ENSMUSG00000096847",4839,0.567059309774747
"ENSMUSG00000031835",10539,0.48021633931113
"ENSMUSG00000032641",2920,0.495205479452055
"ENSMUSG00000106229",2858,0.452764170748775
"ENSMUSG00000058392",7705,0.521998702141467
"ENSMUSG00000001517",5754,0.535627389641988
"ENSMUSG00000038235",2663,0.507322568531731
"ENSMUSG00000039375",6571,0.377415918429463
"ENSMUSG00000078862",2863,0.402375130981488
"ENSMUSG00000052981",2674,0.602468212415856
"ENSMUSG00000063406",7688,0.427679500520291
"ENSMUSG00000004789",9559,0.469505178365938
"ENSMUSG00000097675",1868,0.485010706638116
"ENSMUSG00000025747",6089,0.46608638528494
"ENSMUSG00000027082",5463,0.388980413692111
"ENSMUSG00000035992",7119,0.389380530973451
"ENSMUSG00000031590",1673,0.457860131500299
"ENSMUSG00000019990",12444,0.405576984892318
"ENSMUSG00000054901",4680,0.52008547008547
"ENSMUSG00000031161",5817,0.507134261646897
"ENSMUSG00000024436",2089,0.489229296314026
"ENSMUSG00000028438",8014,0.428624906413776
"ENSMUSG00000019795",4718,0.434718100890208
"ENSMUSG00000026347",4292,0.442451071761417
"ENSMUSG00000042197",15839,0.414293831681293
"ENSMUSG00000116635",874,0.513729977116705
"ENSMUSG00000020564",10049,0.501940491591203
"ENSMUSG00000037349",1195,0.538912133891213
"ENSMUSG00000043458",3034,0.489782465392221
"ENSMUSG00000024302",16930,0.417070289427053
"ENSMUSG00000055994",5014,0.54188272836059
"ENSMUSG00000003444",1281,0.536299765807962
"ENSMUSG00000006850",3363,0.512637526018436
"ENSMUSG00000039115",7691,0.517748017162918
"ENSMUSG00000043036",7351,0.496259012379268
"ENSMUSG00000026447",9592,0.537322768974145
"ENSMUSG00000034560",6098,0.406198753689734
"ENSMUSG00000075316",12772,0.381067961165049
"ENSMUSG00000024513",3214,0.516179215930305
"ENSMUSG00000000167",2813,0.45929612513331
"ENSMUSG00000042042",5438,0.420007355645458
"ENSMUSG00000103332",4689,0.533589251439539
"ENSMUSG00000090291",2103,0.621968616262482
"ENSMUSG00000004233",5946,0.475445677766566
"ENSMUSG00000048970",1449,0.437543133195307
"ENSMUSG00000025794",1651,0.549364021804967
"ENSMUSG00000114003",781,0.47887323943662
"ENSMUSG00000034543",6422,0.492837122391778
"ENSMUSG00000022031",3002,0.455363091272485
"ENSMUSG00000077450",6130,0.507667210440457
"ENSMUSG00000030407",4310,0.494199535962877
"ENSMUSG00000040859",5630,0.503374777975133
"ENSMUSG00000024575",4688,0.494667235494881
"ENSMUSG00000015755",6135,0.454930725346373
"ENSMUSG00000048222",3362,0.460737656157049
"ENSMUSG00000026748",6947,0.424067942996977
"ENSMUSG00000024283",5919,0.443487075519513
"ENSMUSG00000024537",1738,0.447065592635213
"ENSMUSG00000000732",4620,0.513852813852814
"ENSMUSG00000054728",9828,0.496031746031746
"ENSMUSG00000021918",8912,0.440641831238779
"ENSMUSG00000002608",3939,0.51967504442752
"ENSMUSG00000018822",1900,0.605789473684211
"ENSMUSG00000024914",1741,0.593911545089029
"ENSMUSG00000025404",5987,0.522799398697177
"ENSMUSG00000028759",8433,0.473141230878691
"ENSMUSG00000068039",5030,0.423856858846918
"ENSMUSG00000039367",6293,0.510885110440172
"ENSMUSG00000102813",2459,0.519723464823099
"ENSMUSG00000118202",3241,0.361616784942919
"ENSMUSG00000028068",11384,0.533907238229093
"ENSMUSG00000037740",4358,0.495869664983938
"ENSMUSG00000062200",9571,0.421168112005015
"ENSMUSG00000070695",10945,0.414161717679306
"ENSMUSG00000039828",3738,0.432316746923488
"ENSMUSG00000031922",4180,0.42200956937799
"ENSMUSG00000047298",5108,0.482772122161316
"ENSMUSG00000032041",4929,0.466626090484885
"ENSMUSG00000038457",1581,0.576217583807717
"ENSMUSG00000022639",4679,0.447104082068818
"ENSMUSG00000031608",5253,0.493051589567866
"ENSMUSG00000051278",10553,0.429072301715152
"ENSMUSG00000025875",1657,0.594447797223899
"ENSMUSG00000024818",2762,0.541636495293266
"ENSMUSG00000031748",11053,0.533158418528906
"ENSMUSG00000045174",4392,0.551001821493625
"ENSMUSG00000032786",6174,0.489148040168448
"ENSMUSG00000047216",4280,0.327803738317757
"ENSMUSG00000020955",1137,0.487247141600704
"ENSMUSG00000023066",12075,0.417639751552795
"ENSMUSG00000040363",8666,0.539003000230787
"ENSMUSG00000041747",5847,0.42927997263554
"ENSMUSG00000024807",4859,0.572134183988475
"ENSMUSG00000074182",2657,0.482875423409861
"ENSMUSG00000103088",4684,0.538428693424424
"ENSMUSG00000001105",1525,0.482622950819672
"ENSMUSG00000108607",645,0.497674418604651
"ENSMUSG00000105442",1554,0.386743886743887
"ENSMUSG00000030796",4788,0.562447786131997
"ENSMUSG00000021057",6824,0.443141852286049
"ENSMUSG00000100593",588,0.535714285714286
"ENSMUSG00000031627",7396,0.466738777717685
"ENSMUSG00000087644",1820,0.470879120879121
"ENSMUSG00000043991",5957,0.433103911364781
"ENSMUSG00000021255",6047,0.545394410451464
"ENSMUSG00000045967",8170,0.459485924112607
"ENSMUSG00000071256",2686,0.486969471332837
"ENSMUSG00000079038",4494,0.411659991099243
"ENSMUSG00000095123",4838,0.425382389417114
"ENSMUSG00000106386",3837,0.415428720354444
"ENSMUSG00000114433",5345,0.519738072965388
"ENSMUSG00000110605",4824,0.453980099502488
"ENSMUSG00000028426",5733,0.422815279958137
"ENSMUSG00000027168",11694,0.496579442449119
"ENSMUSG00000043687",1083,0.554016620498615
"ENSMUSG00000026587",9839,0.477284276857404
"ENSMUSG00000020719",5775,0.471515151515151
"ENSMUSG00000102503",1410,0.322695035460993
"ENSMUSG00000086711",4529,0.385073967763303
"ENSMUSG00000018574",2686,0.550260610573343
"ENSMUSG00000048520",5439,0.41956241956242
"ENSMUSG00000044345",4304,0.552509293680297
"ENSMUSG00000001247",2172,0.551565377532228
"ENSMUSG00000042389",6715,0.476991809381981
"ENSMUSG00000026781",9775,0.399181585677749
"ENSMUSG00000048076",2089,0.539971278123504
"ENSMUSG00000002109",2736,0.425438596491228
"ENSMUSG00000015002",11399,0.411351872971313
"ENSMUSG00000000168",4886,0.471756037658616
"ENSMUSG00000022523",6203,0.402063517652749
"ENSMUSG00000105602",2419,0.454733360892931
"ENSMUSG00000006024",3786,0.550184891706286
"ENSMUSG00000059742",15226,0.355313279915933
"ENSMUSG00000050270",1669,0.464349910125824
"ENSMUSG00000062694",1157,0.566119273984443
"ENSMUSG00000005683",5779,0.488838899463575
"ENSMUSG00000038080",5495,0.454777070063694
"ENSMUSG00000066441",3455,0.468306801736614
"ENSMUSG00000008393",2858,0.555283414975507
"ENSMUSG00000070003",3164,0.59070796460177
"ENSMUSG00000045064",4632,0.498704663212435
"ENSMUSG00000032498",5300,0.440754716981132
"ENSMUSG00000036902",6129,0.403817914831131
"ENSMUSG00000051747",117334,0.418045920193635
"ENSMUSG00000074748",3572,0.466685330347144
"ENSMUSG00000025059",7743,0.429420121399974
"ENSMUSG00000116582",1825,0.466849315068493
"ENSMUSG00000048807",3063,0.561214495592556
"ENSMUSG00000003623",5456,0.416239002932551
"ENSMUSG00000000093",3626,0.632377275234418
"ENSMUSG00000005371",4397,0.471912667727996
"ENSMUSG00000041837",2498,0.569655724579664
"ENSMUSG00000025170",2008,0.510956175298805
"ENSMUSG00000000301",2104,0.510931558935361
"ENSMUSG00000026641",2806,0.562366357804704
"ENSMUSG00000021680",1800,0.462222222222222
"ENSMUSG00000071192",2536,0.569400630914827
"ENSMUSG00000026554",12996,0.457987072945522
"ENSMUSG00000091421",733,0.47612551159618
"ENSMUSG00000042190",3408,0.508802816901408
"ENSMUSG00000009378",4170,0.439808153477218
"ENSMUSG00000094958",1812,0.528145695364238
"ENSMUSG00000027387",1624,0.483990147783251
"ENSMUSG00000050947",5540,0.525812274368231
"ENSMUSG00000086013",899,0.508342602892102
"ENSMUSG00000041809",2208,0.484601449275362
"ENSMUSG00000026824",5215,0.438926174496644
"ENSMUSG00000037206",2686,0.523827252419955
"ENSMUSG00000030703",2186,0.537053979871912
"ENSMUSG00000080968",810,0.490123456790123
"ENSMUSG00000001761",5621,0.552392812666785
"ENSMUSG00000033467",1495,0.589966555183947
"ENSMUSG00000056043",6590,0.486646433990895
"ENSMUSG00000026848",5327,0.512295851323447
"ENSMUSG00000028013",9554,0.455620682436676
"ENSMUSG00000074476",2573,0.514185775359502
"ENSMUSG00000042284",18599,0.420775310500565
"ENSMUSG00000030499",4238,0.560641812175555
"ENSMUSG00000065090",104,0.413461538461538
"ENSMUSG00000026984",883,0.443941109852775
"ENSMUSG00000060206",10702,0.483367594842086
"ENSMUSG00000026771",10280,0.38920233463035
"ENSMUSG00000034780",5753,0.411958977924561
"ENSMUSG00000025962",5873,0.411203814064362
"ENSMUSG00000047911",1036,0.41023166023166
"ENSMUSG00000036009",2688,0.416666666666667
"ENSMUSG00000032336",6168,0.430123216601816
"ENSMUSG00000032344",4126,0.477217644207465
"ENSMUSG00000117430",2773,0.505228993869455
"ENSMUSG00000029442",8961,0.490123870103783
"ENSMUSG00000091735",1977,0.629742033383915
"ENSMUSG00000101970",8022,0.355023684866617
"ENSMUSG00000074527",9870,0.442755825734549
