"","SYMBOL","gene_id","length","gc","DESCRIPTION","GENEBIOTYPE","SEQCOORDSYSTEM","ENTREZID"
"ENSMUSG00000006932","Ctnnb1","ENSMUSG00000006932",5192,0.50231124807396,"catenin (cadherin associated protein), beta 1 [Source:MGI Symbol;Acc:MGI:88276]","protein_coding","chromosome","12387"
"ENSMUSG00000028988","Ctnnbip1","ENSMUSG00000028988",2792,0.552650429799427,"catenin beta interacting protein 1 [Source:MGI Symbol;Acc:MGI:1915756]","protein_coding","chromosome","67087"
"ENSMUSG00000027649","Ctnnbl1","ENSMUSG00000027649",2705,0.542329020332717,"catenin, beta like 1 [Source:MGI Symbol;Acc:MGI:1913892]","protein_coding","chromosome","66642"
"ENSMUSG00000034101","Ctnnd1","ENSMUSG00000034101",7319,0.418226533679464,"catenin (cadherin associated protein), delta 1 [Source:MGI Symbol;Acc:MGI:105100]","protein_coding","chromosome","12388"
"ENSMUSG00000022240","Ctnnd2","ENSMUSG00000022240",10316,0.504749903063203,"catenin (cadherin associated protein), delta 2 [Source:MGI Symbol;Acc:MGI:1195966]","protein_coding","chromosome","18163"
"ENSMUSG00000005949","Ctns","ENSMUSG00000005949",3391,0.485992332645237,"cystinosis, nephropathic [Source:MGI Symbol;Acc:MGI:1932872]","protein_coding","chromosome","83429"
"ENSMUSG00000028633","Ctps","ENSMUSG00000028633",3316,0.4791917973462,"cytidine 5'-triphosphate synthase [Source:MGI Symbol;Acc:MGI:1858304]","protein_coding","chromosome","51797"
"ENSMUSG00000031360","Ctps2","ENSMUSG00000031360",4720,0.461016949152542,"cytidine 5'-triphosphate synthase 2 [Source:MGI Symbol;Acc:MGI:1933185]","protein_coding","chromosome","55936"
"ENSMUSG00000005609","Ctr9","ENSMUSG00000005609",8000,0.468625,"CTR9 homolog, Paf1/RNA polymerase II complex component [Source:MGI Symbol;Acc:MGI:109345]","protein_coding","chromosome","22083"
"ENSMUSG00000017760","Ctsa","ENSMUSG00000017760",4715,0.553340402969247,"cathepsin A [Source:MGI Symbol;Acc:MGI:97748]","protein_coding","chromosome","19025"
"ENSMUSG00000021939","Ctsb","ENSMUSG00000021939",6051,0.50718889439762,"cathepsin B [Source:MGI Symbol;Acc:MGI:88561]","protein_coding","chromosome","13030"
"ENSMUSG00000030560","Ctsc","ENSMUSG00000030560",5808,0.408057851239669,"cathepsin C [Source:MGI Symbol;Acc:MGI:109553]","protein_coding","chromosome","13032"
"ENSMUSG00000007891","Ctsd","ENSMUSG00000007891",2351,0.562313908974904,"cathepsin D [Source:MGI Symbol;Acc:MGI:88562]","protein_coding","chromosome","13033"
"ENSMUSG00000083282","Ctsf","ENSMUSG00000083282",5041,0.540567347748463,"cathepsin F [Source:MGI Symbol;Acc:MGI:1861434]","protein_coding","chromosome","56464"
"ENSMUSG00000032359","Ctsh","ENSMUSG00000032359",4499,0.504334296510336,"cathepsin H [Source:MGI Symbol;Acc:MGI:107285]","protein_coding","chromosome","13036"
"ENSMUSG00000028111","Ctsk","ENSMUSG00000028111",1512,0.488756613756614,"cathepsin K [Source:MGI Symbol;Acc:MGI:107823]","protein_coding","chromosome","13038"
"ENSMUSG00000021477","Ctsl","ENSMUSG00000021477",6489,0.482200647249191,"cathepsin L [Source:MGI Symbol;Acc:MGI:88564]","protein_coding","chromosome","13039"
"ENSMUSG00000028015","Ctso","ENSMUSG00000028015",5123,0.414991216084326,"cathepsin O [Source:MGI Symbol;Acc:MGI:2139628]","protein_coding","chromosome","229445"
"ENSMUSG00000038642","Ctss","ENSMUSG00000038642",1358,0.459499263622975,"cathepsin S [Source:MGI Symbol;Acc:MGI:107341]","protein_coding","chromosome","13040"
"ENSMUSG00000016256","Ctsz","ENSMUSG00000016256",1441,0.574600971547536,"cathepsin Z [Source:MGI Symbol;Acc:MGI:1891190]","protein_coding","chromosome","64138"
"ENSMUSG00000031078","Cttn","ENSMUSG00000031078",4192,0.528148854961832,"cortactin [Source:MGI Symbol;Acc:MGI:99695]","protein_coding","chromosome","13043"
"ENSMUSG00000000416","Cttnbp2","ENSMUSG00000000416",8829,0.427454977913693,"cortactin binding protein 2 [Source:MGI Symbol;Acc:MGI:1353467]","protein_coding","chromosome","30785"
"ENSMUSG00000062127","Cttnbp2nl","ENSMUSG00000062127",8138,0.448021626935365,"CTTNBP2 N-terminal like [Source:MGI Symbol;Acc:MGI:1933137]","protein_coding","chromosome","80281"
"ENSMUSG00000038888","Ctu1","ENSMUSG00000038888",2475,0.586262626262626,"cytosolic thiouridylase subunit 1 [Source:MGI Symbol;Acc:MGI:2385277]","protein_coding","chromosome","233189"
"ENSMUSG00000049482","Ctu2","ENSMUSG00000049482",5164,0.59275755228505,"cytosolic thiouridylase subunit 2 [Source:MGI Symbol;Acc:MGI:1914215]","protein_coding","chromosome","66965"
"ENSMUSG00000048644","Ctxn1","ENSMUSG00000048644",1212,0.645214521452145,"cortexin 1 [Source:MGI Symbol;Acc:MGI:88566]","protein_coding","chromosome","330695"
"ENSMUSG00000069372","Ctxn3","ENSMUSG00000069372",1605,0.446105919003115,"cortexin 3 [Source:MGI Symbol;Acc:MGI:3642816]","protein_coding","chromosome","629147"
"ENSMUSG00000026726","Cubn","ENSMUSG00000026726",14935,0.402142618011383,"cubilin (intrinsic factor-cobalamin receptor) [Source:MGI Symbol;Acc:MGI:1931256]","protein_coding","chromosome","65969"
"ENSMUSG00000018378","Cuedc1","ENSMUSG00000018378",5779,0.598373421007095,"CUE domain containing 1 [Source:MGI Symbol;Acc:MGI:2144281]","protein_coding","chromosome","103841"
"ENSMUSG00000036748","Cuedc2","ENSMUSG00000036748",2358,0.515691263782867,"CUE domain containing 2 [Source:MGI Symbol;Acc:MGI:1914366]","protein_coding","chromosome","67116"
"ENSMUSG00000029686","Cul1","ENSMUSG00000029686",4040,0.450247524752475,"cullin 1 [Source:MGI Symbol;Acc:MGI:1349658]","protein_coding","chromosome","26965"
"ENSMUSG00000024231","Cul2","ENSMUSG00000024231",4216,0.421015180265655,"cullin 2 [Source:MGI Symbol;Acc:MGI:1918995]","protein_coding","chromosome","71745"
"ENSMUSG00000004364","Cul3","ENSMUSG00000004364",4873,0.422121896162528,"cullin 3 [Source:MGI Symbol;Acc:MGI:1347360]","protein_coding","chromosome","26554"
"ENSMUSG00000031446","Cul4a","ENSMUSG00000031446",6408,0.486579275905119,"cullin 4A [Source:MGI Symbol;Acc:MGI:1914487]","protein_coding","chromosome","99375"
"ENSMUSG00000031095","Cul4b","ENSMUSG00000031095",3873,0.399690162664601,"cullin 4B [Source:MGI Symbol;Acc:MGI:1919834]","protein_coding","chromosome","72584"
"ENSMUSG00000032030","Cul5","ENSMUSG00000032030",8165,0.432700551132884,"cullin 5 [Source:MGI Symbol;Acc:MGI:1922967]","protein_coding","chromosome","75717"
"ENSMUSG00000038545","Cul7","ENSMUSG00000038545",7410,0.577597840755736,"cullin 7 [Source:MGI Symbol;Acc:MGI:1913765]","protein_coding","chromosome","66515"
"ENSMUSG00000040327","Cul9","ENSMUSG00000040327",12198,0.529595015576324,"cullin 9 [Source:MGI Symbol;Acc:MGI:1925559]","protein_coding","chromosome","78309"
"ENSMUSG00000024194","Cuta","ENSMUSG00000024194",3740,0.55855614973262,"cutA divalent cation tolerance homolog [Source:MGI Symbol;Acc:MGI:1914925]","protein_coding","chromosome","67675"
"ENSMUSG00000026870","Cutal","ENSMUSG00000026870",2441,0.473576403113478,"cutA divalent cation tolerance homolog-like [Source:MGI Symbol;Acc:MGI:1925246]","protein_coding","chromosome","77996"
"ENSMUSG00000025193","Cutc","ENSMUSG00000025193",1422,0.481012658227848,"cutC copper transporter [Source:MGI Symbol;Acc:MGI:1913638]","protein_coding","chromosome","66388"
"ENSMUSG00000029705","Cux1","ENSMUSG00000029705",20024,0.46129644426688,"cut-like homeobox 1 [Source:MGI Symbol;Acc:MGI:88568]","protein_coding","chromosome","13047"
"ENSMUSG00000042589","Cux2","ENSMUSG00000042589",10082,0.532334854195596,"cut-like homeobox 2 [Source:MGI Symbol;Acc:MGI:107321]","protein_coding","chromosome","13048"
"ENSMUSG00000004096","Cwc15","ENSMUSG00000004096",1571,0.458943348185869,"CWC15 spliceosome-associated protein [Source:MGI Symbol;Acc:MGI:1913320]","protein_coding","chromosome","66070"
"ENSMUSG00000027014","Cwc22","ENSMUSG00000027014",6822,0.407065376722369,"CWC22 spliceosome-associated protein [Source:MGI Symbol;Acc:MGI:2136773]","protein_coding","chromosome","80744"
"ENSMUSG00000018541","Cwc25","ENSMUSG00000018541",5053,0.473382149218286,"CWC25 spliceosome-associated protein [Source:MGI Symbol;Acc:MGI:1914730]","protein_coding","chromosome","67480"
"ENSMUSG00000021715","Cwc27","ENSMUSG00000021715",2873,0.430908458057779,"CWC27 spliceosome-associated protein [Source:MGI Symbol;Acc:MGI:1914535]","protein_coding","chromosome","67285"
"ENSMUSG00000025200","Cwf19l1","ENSMUSG00000025200",5433,0.444873918645316,"CWF19-like 1, cell cycle control (S. pombe) [Source:MGI Symbol;Acc:MGI:1919752]","protein_coding","chromosome","72502"
"ENSMUSG00000025898","Cwf19l2","ENSMUSG00000025898",10536,0.387243735763098,"CWF19-like 2, cell cycle control (S. pombe) [Source:MGI Symbol;Acc:MGI:1918023]","protein_coding","chromosome","244672"
"ENSMUSG00000031778","Cx3cl1","ENSMUSG00000031778",3930,0.566921119592875,"chemokine (C-X3-C motif) ligand 1 [Source:MGI Symbol;Acc:MGI:1097153]","protein_coding","chromosome","20312"
"ENSMUSG00000052336","Cx3cr1","ENSMUSG00000052336",4505,0.462153163152053,"chemokine (C-X3-C motif) receptor 1 [Source:MGI Symbol;Acc:MGI:1333815]","protein_coding","chromosome","13051"
"ENSMUSG00000022865","Cxadr","ENSMUSG00000022865",7400,0.418108108108108,"coxsackie virus and adenovirus receptor [Source:MGI Symbol;Acc:MGI:1201679]","protein_coding","chromosome","13052"
"ENSMUSG00000029380","Cxcl1","ENSMUSG00000029380",1875,0.4464,"chemokine (C-X-C motif) ligand 1 [Source:MGI Symbol;Acc:MGI:108068]","protein_coding","chromosome","14825"
"ENSMUSG00000034855","Cxcl10","ENSMUSG00000034855",2252,0.47202486678508,"chemokine (C-X-C motif) ligand 10 [Source:MGI Symbol;Acc:MGI:1352450]","protein_coding","chromosome","15945"
"ENSMUSG00000061353","Cxcl12","ENSMUSG00000061353",8176,0.492049902152642,"chemokine (C-X-C motif) ligand 12 [Source:MGI Symbol;Acc:MGI:103556]","protein_coding","chromosome","20315"
"ENSMUSG00000021508","Cxcl14","ENSMUSG00000021508",1827,0.58839627805145,"chemokine (C-X-C motif) ligand 14 [Source:MGI Symbol;Acc:MGI:1888514]","protein_coding","chromosome","57266"
"ENSMUSG00000018920","Cxcl16","ENSMUSG00000018920",3021,0.480304534922211,"chemokine (C-X-C motif) ligand 16 [Source:MGI Symbol;Acc:MGI:1932682]","protein_coding","chromosome","66102"
"ENSMUSG00000058427","Cxcl2","ENSMUSG00000058427",2068,0.450676982591876,"chemokine (C-X-C motif) ligand 2 [Source:MGI Symbol;Acc:MGI:1340094]","protein_coding","chromosome","20310"
"ENSMUSG00000029379","Cxcl3","ENSMUSG00000029379",3498,0.429388221841052,"chemokine (C-X-C motif) ligand 3 [Source:MGI Symbol;Acc:MGI:3037818]","protein_coding","chromosome","330122"
"ENSMUSG00000029371","Cxcl5","ENSMUSG00000029371",1863,0.412775093934514,"chemokine (C-X-C motif) ligand 5 [Source:MGI Symbol;Acc:MGI:1096868]","protein_coding","chromosome","20311"
"ENSMUSG00000026180","Cxcr2","ENSMUSG00000026180",3048,0.455708661417323,"chemokine (C-X-C motif) receptor 2 [Source:MGI Symbol;Acc:MGI:105303]","protein_coding","chromosome","12765"
"ENSMUSG00000045382","Cxcr4","ENSMUSG00000045382",1808,0.528761061946903,"chemokine (C-X-C motif) receptor 4 [Source:MGI Symbol;Acc:MGI:109563]","protein_coding","chromosome","12767"
"ENSMUSG00000024560","Cxxc1","ENSMUSG00000024560",3925,0.574012738853503,"CXXC finger 1 (PHD domain) [Source:MGI Symbol;Acc:MGI:1921572]","protein_coding","chromosome","74322"
"ENSMUSG00000044365","Cxxc4","ENSMUSG00000044365",13401,0.408029251548392,"CXXC finger 4 [Source:MGI Symbol;Acc:MGI:2442112]","protein_coding","chromosome","319478"
"ENSMUSG00000046668","Cxxc5","ENSMUSG00000046668",3008,0.576795212765957,"CXXC finger 5 [Source:MGI Symbol;Acc:MGI:1914643]","protein_coding","chromosome","67393"
"ENSMUSG00000019590","Cyb561","ENSMUSG00000019590",3653,0.525869148644949,"cytochrome b-561 [Source:MGI Symbol;Acc:MGI:103253]","protein_coding","chromosome","13056"
"ENSMUSG00000034445","Cyb561a3","ENSMUSG00000034445",3910,0.525319693094629,"cytochrome b561 family, member A3 [Source:MGI Symbol;Acc:MGI:2686925]","protein_coding","chromosome","225912"
"ENSMUSG00000048796","Cyb561d1","ENSMUSG00000048796",5086,0.529099488792764,"cytochrome b-561 domain containing 1 [Source:MGI Symbol;Acc:MGI:1919273]","protein_coding","chromosome","72023"
"ENSMUSG00000037190","Cyb561d2","ENSMUSG00000037190",1974,0.527355623100304,"cytochrome b-561 domain containing 2 [Source:MGI Symbol;Acc:MGI:1929280]","protein_coding","chromosome","56368"
"ENSMUSG00000024646","Cyb5a","ENSMUSG00000024646",3104,0.472938144329897,"cytochrome b5 type A (microsomal) [Source:MGI Symbol;Acc:MGI:1926952]","protein_coding","chromosome","109672"
"ENSMUSG00000031924","Cyb5b","ENSMUSG00000031924",4374,0.460219478737997,"cytochrome b5 type B [Source:MGI Symbol;Acc:MGI:1913677]","protein_coding","chromosome","66427"
"ENSMUSG00000044795","Cyb5d1","ENSMUSG00000044795",1605,0.457943925233645,"cytochrome b5 domain containing 1 [Source:MGI Symbol;Acc:MGI:2685586]","protein_coding","chromosome","327951"
"ENSMUSG00000057778","Cyb5d2","ENSMUSG00000057778",5143,0.481042193272409,"cytochrome b5 domain containing 2 [Source:MGI Symbol;Acc:MGI:2684848]","protein_coding","chromosome","192986"
"ENSMUSG00000026456","Cyb5r1","ENSMUSG00000026456",4437,0.502141086319585,"cytochrome b5 reductase 1 [Source:MGI Symbol;Acc:MGI:1919267]","protein_coding","chromosome","72017"
"ENSMUSG00000048065","Cyb5r2","ENSMUSG00000048065",2772,0.48953823953824,"cytochrome b5 reductase 2 [Source:MGI Symbol;Acc:MGI:2444415]","protein_coding","chromosome","320635"
"ENSMUSG00000018042","Cyb5r3","ENSMUSG00000018042",4298,0.573522568636575,"cytochrome b5 reductase 3 [Source:MGI Symbol;Acc:MGI:94893]","protein_coding","chromosome","109754"
"ENSMUSG00000032872","Cyb5r4","ENSMUSG00000032872",6736,0.426811163895487,"cytochrome b5 reductase 4 [Source:MGI Symbol;Acc:MGI:2386848]","protein_coding","chromosome","266690"
"ENSMUSG00000028621","Cyb5rl","ENSMUSG00000028621",7430,0.514535666218035,"cytochrome b5 reductase-like [Source:MGI Symbol;Acc:MGI:1919657]","protein_coding","chromosome","230582"
"ENSMUSG00000006519","Cyba","ENSMUSG00000006519",1039,0.530317613089509,"cytochrome b-245, alpha polypeptide [Source:MGI Symbol;Acc:MGI:1316658]","protein_coding","chromosome","13057"
"ENSMUSG00000015340","Cybb","ENSMUSG00000015340",5808,0.412878787878788,"cytochrome b-245, beta polypeptide [Source:MGI Symbol;Acc:MGI:88574]","protein_coding","chromosome","13058"
"ENSMUSG00000039294","Cybc1","ENSMUSG00000039294",4213,0.504628530738191,"cytochrome b 245 chaperone 1 [Source:MGI Symbol;Acc:MGI:2384959]","protein_coding","chromosome","217370"
"ENSMUSG00000027015","Cybrd1","ENSMUSG00000027015",5339,0.473871511519011,"cytochrome b reductase 1 [Source:MGI Symbol;Acc:MGI:2654575]","protein_coding","chromosome","73649"
"ENSMUSG00000022551","Cyc1","ENSMUSG00000022551",2154,0.587743732590529,"cytochrome c-1 [Source:MGI Symbol;Acc:MGI:1913695]","protein_coding","chromosome","66445"
"ENSMUSG00000063694","Cycs","ENSMUSG00000063694",3404,0.432432432432432,"cytochrome c, somatic [Source:MGI Symbol;Acc:MGI:88578]","protein_coding","chromosome","13063"
"ENSMUSG00000030447","Cyfip1","ENSMUSG00000030447",11941,0.460681684951009,"cytoplasmic FMR1 interacting protein 1 [Source:MGI Symbol;Acc:MGI:1338801]","protein_coding","chromosome","20430"
"ENSMUSG00000020340","Cyfip2","ENSMUSG00000020340",7103,0.504012389131353,"cytoplasmic FMR1 interacting protein 2 [Source:MGI Symbol;Acc:MGI:1924134]","protein_coding","chromosome","76884"
"ENSMUSG00000020810","Cygb","ENSMUSG00000020810",2331,0.604890604890605,"cytoglobin [Source:MGI Symbol;Acc:MGI:2149481]","protein_coding","chromosome","114886"
"ENSMUSG00000053929","Cyhr1","ENSMUSG00000053929",8470,0.541676505312869,"cysteine and histidine rich 1 [Source:MGI Symbol;Acc:MGI:1859320]","protein_coding","chromosome","54151"
"ENSMUSG00000036712","Cyld","ENSMUSG00000036712",12576,0.422948473282443,"CYLD lysine 63 deubiquitinase [Source:MGI Symbol;Acc:MGI:1921506]","protein_coding","chromosome","74256"
"ENSMUSG00000024087","Cyp1b1","ENSMUSG00000024087",5840,0.429794520547945,"cytochrome P450, family 1, subfamily b, polypeptide 1 [Source:MGI Symbol;Acc:MGI:88590]","protein_coding","chromosome","13078"
"ENSMUSG00000049439","Cyp20a1","ENSMUSG00000049439",2286,0.44750656167979,"cytochrome P450, family 20, subfamily a, polypeptide 1 [Source:MGI Symbol;Acc:MGI:1925201]","protein_coding","chromosome","77951"
"ENSMUSG00000024987","Cyp26a1","ENSMUSG00000024987",1983,0.551185073121533,"cytochrome P450, family 26, subfamily a, polypeptide 1 [Source:MGI Symbol;Acc:MGI:1096359]","protein_coding","chromosome","13082"
"ENSMUSG00000063415","Cyp26b1","ENSMUSG00000063415",5352,0.523355754857997,"cytochrome P450, family 26, subfamily b, polypeptide 1 [Source:MGI Symbol;Acc:MGI:2176159]","protein_coding","chromosome","232174"
"ENSMUSG00000026170","Cyp27a1","ENSMUSG00000026170",2173,0.537045559134837,"cytochrome P450, family 27, subfamily a, polypeptide 1 [Source:MGI Symbol;Acc:MGI:88594]","protein_coding","chromosome","104086"
"ENSMUSG00000006724","Cyp27b1","ENSMUSG00000006724",2574,0.535742035742036,"cytochrome P450, family 27, subfamily b, polypeptide 1 [Source:MGI Symbol;Acc:MGI:1098274]","protein_coding","chromosome","13115"
"ENSMUSG00000061740","Cyp2d22","ENSMUSG00000061740",3909,0.486825275006395,"cytochrome P450, family 2, subfamily d, polypeptide 22 [Source:MGI Symbol;Acc:MGI:1929474]","protein_coding","chromosome","56448"
"ENSMUSG00000052974","Cyp2f2","ENSMUSG00000052974",2025,0.532345679012346,"cytochrome P450, family 2, subfamily f, polypeptide 2 [Source:MGI Symbol;Acc:MGI:88608]","protein_coding","chromosome","13107"
"ENSMUSG00000028571","Cyp2j13","ENSMUSG00000028571",4690,0.413432835820896,"cytochrome P450, family 2, subfamily j, polypeptide 13 [Source:MGI Symbol;Acc:MGI:2385197]","protein_coding","chromosome","230459"
"ENSMUSG00000052914","Cyp2j6","ENSMUSG00000052914",3605,0.411373092926491,"cytochrome P450, family 2, subfamily j, polypeptide 6 [Source:MGI Symbol;Acc:MGI:1270148]","protein_coding","chromosome","13110"
"ENSMUSG00000015224","Cyp2j9","ENSMUSG00000015224",3337,0.401857956248127,"cytochrome P450, family 2, subfamily j, polypeptide 9 [Source:MGI Symbol;Acc:MGI:1921769]","protein_coding","chromosome","74519"
"ENSMUSG00000030670","Cyp2r1","ENSMUSG00000030670",2115,0.445390070921986,"cytochrome P450, family 2, subfamily r, polypeptide 1 [Source:MGI Symbol;Acc:MGI:2449771]","protein_coding","chromosome","244209"
"ENSMUSG00000040703","Cyp2s1","ENSMUSG00000040703",4938,0.530579181855002,"cytochrome P450, family 2, subfamily s, polypeptide 1 [Source:MGI Symbol;Acc:MGI:1921384]","protein_coding","chromosome","74134"
"ENSMUSG00000027983","Cyp2u1","ENSMUSG00000027983",5242,0.484166348721862,"cytochrome P450, family 2, subfamily u, polypeptide 1 [Source:MGI Symbol;Acc:MGI:1918769]","protein_coding","chromosome","71519"
"ENSMUSG00000023963","Cyp39a1","ENSMUSG00000023963",3053,0.436619718309859,"cytochrome P450, family 39, subfamily a, polypeptide 1 [Source:MGI Symbol;Acc:MGI:1927096]","protein_coding","chromosome","56050"
"ENSMUSG00000021259","Cyp46a1","ENSMUSG00000021259",3287,0.561302099178582,"cytochrome P450, family 46, subfamily a, polypeptide 1 [Source:MGI Symbol;Acc:MGI:1341877]","protein_coding","chromosome","13116"
"ENSMUSG00000078597","Cyp4a12b","ENSMUSG00000078597",2395,0.466388308977035,"cytochrome P450, family 4, subfamily a, polypeptide 12B [Source:MGI Symbol;Acc:MGI:3611747]","protein_coding","chromosome","13118"
"ENSMUSG00000028713","Cyp4b1","ENSMUSG00000028713",2256,0.470301418439716,"cytochrome P450, family 4, subfamily b, polypeptide 1 [Source:MGI Symbol;Acc:MGI:103225]","protein_coding","chromosome","13120"
"ENSMUSG00000024055","Cyp4f13","ENSMUSG00000024055",4441,0.479171357802297,"cytochrome P450, family 4, subfamily f, polypeptide 13 [Source:MGI Symbol;Acc:MGI:2158641]","protein_coding","chromosome","170716"
"ENSMUSG00000024292","Cyp4f14","ENSMUSG00000024292",2419,0.513848697809012,"cytochrome P450, family 4, subfamily f, polypeptide 14 [Source:MGI Symbol;Acc:MGI:1927669]","protein_coding","chromosome","64385"
"ENSMUSG00000073424","Cyp4f15","ENSMUSG00000073424",2282,0.522348816827344,"cytochrome P450, family 4, subfamily f, polypeptide 15 [Source:MGI Symbol;Acc:MGI:2146921]","protein_coding","chromosome","106648"
"ENSMUSG00000048440","Cyp4f16","ENSMUSG00000048440",3069,0.52753339850114,"cytochrome P450, family 4, subfamily f, polypeptide 16 [Source:MGI Symbol;Acc:MGI:1917351]","protein_coding","chromosome","70101"
"ENSMUSG00000091586","Cyp4f17","ENSMUSG00000091586",3198,0.520325203252032,"cytochrome P450, family 4, subfamily f, polypeptide 17 [Source:MGI Symbol;Acc:MGI:3646233]","protein_coding","chromosome","208285"
"ENSMUSG00000003484","Cyp4f18","ENSMUSG00000003484",1855,0.471698113207547,"cytochrome P450, family 4, subfamily f, polypeptide 18 [Source:MGI Symbol;Acc:MGI:1919304]","protein_coding","chromosome","72054"
"ENSMUSG00000024295","Cyp4f41-ps","ENSMUSG00000024295",2314,0.443820224719101,"cytochrome P450, family 4, subfamily f, polypeptide 41 pseudogene [Source:MGI Symbol;Acc:MGI:1925125]","transcribed_unprocessed_pseudogene","chromosome","77875"
"ENSMUSG00000079057","Cyp4v3","ENSMUSG00000079057",3808,0.433823529411765,"cytochrome P450, family 4, subfamily v, polypeptide 3 [Source:MGI Symbol;Acc:MGI:2142763]","protein_coding","chromosome","102294"
"ENSMUSG00000001467","Cyp51","ENSMUSG00000001467",4415,0.450056625141563,"cytochrome P450, family 51 [Source:MGI Symbol;Acc:MGI:106040]","protein_coding","chromosome","13121"
"ENSMUSG00000039519","Cyp7b1","ENSMUSG00000039519",2166,0.436749769159741,"cytochrome P450, family 7, subfamily b, polypeptide 1 [Source:MGI Symbol;Acc:MGI:104978]","protein_coding","chromosome","13123"
"ENSMUSG00000046806","Cyren","ENSMUSG00000046806",4269,0.532677442023893,"cell cycle regulator of NHEJ [Source:MGI Symbol;Acc:MGI:1925662]","protein_coding","chromosome","78412"
"ENSMUSG00000062563","Cys1","ENSMUSG00000062563",2952,0.560636856368564,"cystin 1 [Source:MGI Symbol;Acc:MGI:2177632]","protein_coding","chromosome","12879"
"ENSMUSG00000052821","Cysltr1","ENSMUSG00000052821",5142,0.393232205367561,"cysteinyl leukotriene receptor 1 [Source:MGI Symbol;Acc:MGI:1926218]","protein_coding","chromosome","58861"
"ENSMUSG00000046727","Cystm1","ENSMUSG00000046727",4261,0.479230227646092,"cysteine-rich transmembrane module containing 1 [Source:MGI Symbol;Acc:MGI:1913310]","protein_coding","chromosome","66060"
"ENSMUSG00000017132","Cyth1","ENSMUSG00000017132",3905,0.486811779769526,"cytohesin 1 [Source:MGI Symbol;Acc:MGI:1334257]","protein_coding","chromosome","19157"
"ENSMUSG00000003269","Cyth2","ENSMUSG00000003269",3445,0.568940493468795,"cytohesin 2 [Source:MGI Symbol;Acc:MGI:1334255]","protein_coding","chromosome","19158"
"ENSMUSG00000018001","Cyth3","ENSMUSG00000018001",9437,0.476952421320335,"cytohesin 3 [Source:MGI Symbol;Acc:MGI:1335107]","protein_coding","chromosome","19159"
"ENSMUSG00000018008","Cyth4","ENSMUSG00000018008",7552,0.545153601694915,"cytohesin 4 [Source:MGI Symbol;Acc:MGI:2441702]","protein_coding","chromosome","72318"
"ENSMUSG00000026832","Cytip","ENSMUSG00000026832",6744,0.397538552787663,"cytohesin 1 interacting protein [Source:MGI Symbol;Acc:MGI:2183535]","protein_coding","chromosome","227929"
"ENSMUSG00000041134","Cyyr1","ENSMUSG00000041134",8894,0.401956375084326,"cysteine and tyrosine-rich protein 1 [Source:MGI Symbol;Acc:MGI:2152187]","protein_coding","chromosome","224405"
"ENSMUSG00000028608","Czib","ENSMUSG00000028608",5633,0.472217290963962,"CXXC motif containing zinc binding protein [Source:MGI Symbol;Acc:MGI:1921348]","protein_coding","chromosome","74098"
"ENSMUSG00000078925","D030018L15Rik","ENSMUSG00000078925",4408,0.467332123411978,"RIKEN cDNA D030018L15 gene [Source:MGI Symbol;Acc:MGI:3028082]","lncRNA","chromosome","402773"
"ENSMUSG00000092130","D030025P21Rik","ENSMUSG00000092130",3987,0.526460998244294,"RIKEN cDNA D030025P21 gene [Source:MGI Symbol;Acc:MGI:3698049]","lncRNA","chromosome","100303738"
"ENSMUSG00000078700","D030028A08Rik","ENSMUSG00000078700",6269,0.519700111660552,"RIKEN cDNA D030028A08 gene [Source:MGI Symbol;Acc:MGI:2441931]","lncRNA","chromosome","319371"
"ENSMUSG00000110874","D030045P18Rik","ENSMUSG00000110874",4867,0.422642284775015,"RIKEN cDNA D030045P18 gene [Source:MGI Symbol;Acc:MGI:2443891]","lncRNA","chromosome","320363"
"ENSMUSG00000047044","D030056L22Rik","ENSMUSG00000047044",1677,0.490757304710793,"RIKEN cDNA D030056L22 gene [Source:MGI Symbol;Acc:MGI:3583960]","protein_coding","chromosome","225995"
"ENSMUSG00000020255","D10Wsu102e","ENSMUSG00000020255",123179,0.448469300773671,"DNA segment, Chr 10, Wayne State University 102, expressed [Source:MGI Symbol;Acc:MGI:106381]","protein_coding","chromosome","28109"
"ENSMUSG00000041623","D11Wsu47e","ENSMUSG00000041623",2382,0.544080604534005,"DNA segment, Chr 11, Wayne State University 47, expressed [Source:MGI Symbol;Acc:MGI:106356]","protein_coding","chromosome","276852"
"ENSMUSG00000054304","D130007C19Rik","ENSMUSG00000054304",1505,0.459136212624585,"RIKEN cDNA D130007C19 gene [Source:MGI Symbol;Acc:MGI:3045257]","pseudogene","chromosome","442805"
"ENSMUSG00000097287","D130017N08Rik","ENSMUSG00000097287",5129,0.479430688243322,"RIKEN cDNA D130017N08 gene [Source:MGI Symbol;Acc:MGI:2443273]","lncRNA","chromosome","320064"
"ENSMUSG00000104145","D130019J16Rik","ENSMUSG00000104145",2158,0.367006487488415,"RIKEN cDNA D130019J16 gene [Source:MGI Symbol;Acc:MGI:2443523]","TEC","chromosome","320171"
"ENSMUSG00000097121","D130020L05Rik","ENSMUSG00000097121",3608,0.545177383592018,"RIKEN cDNA D130020L05 gene [Source:MGI Symbol;Acc:MGI:2450270]","lncRNA","chromosome","319760"
